Declaring ID|Declaring Ruler|Declaring Nation|Declaring Alliance|Declaring Alliance ID|Declaring Team|Receiving ID|Receiving Ruler|Receiving Nation|Receiving Alliance|Receiving Alliance ID|Receiving Team|War Status|Begin Date|End Date|Reason|War ID|Destruction|Attack Percent|Defend Percent|
626246|Bryan93|Anacostia|Independent Republic Of Orange Nations|10004|Orange|18236|javaswiller|swillerland|Freehold of The Wolves|15157|White|Active|10/4/2025 11:03:13 AM|10/11/2025 11:03:13 AM|A general dispute|871984|3,354.05|2|97|
347458|iwin90|stopwarnow|Independent Republic Of Orange Nations|10004|Orange|562556|Nicholas Strakhov|Kurkazia|Freehold of The Wolves|15157|White|Active|10/4/2025 11:03:02 AM|10/11/2025 11:03:02 AM|you not ng|871983|3,605.08|2|97|
626246|Bryan93|Anacostia|Independent Republic Of Orange Nations|10004|Orange|608652|King of Clu|Kingdom of Clu|Freehold of The Wolves|15157|White|Active|10/4/2025 11:02:19 AM|10/11/2025 11:02:19 AM|War|871982|5,167.14|5|94|
443221|Mistral|Nicholas|Post Grunge Supergroup|16367|Brown|282470|Nokium|Unified Scotland|Freehold of The Wolves|15157|White|Active|10/4/2025 11:02:06 AM|10/11/2025 11:02:06 AM|A general dispute|871981|6,250.04|0|100|
443221|Mistral|Nicholas|Post Grunge Supergroup|16367|Brown|478755|Democracy|UnitedNation|Freehold of The Wolves|15157|White|Active|10/4/2025 11:02:02 AM|10/11/2025 11:02:02 AM|A general dispute|871980|926.89|0|100|
443221|Mistral|Nicholas|Post Grunge Supergroup|16367|Brown|80170|stevent37|Buffalonia|Freehold of The Wolves|15157|White|Active|10/4/2025 11:01:58 AM|10/11/2025 11:01:58 AM|A general dispute|871979|7,004.41|0|100|
633062|SoloRocket|Rocket Republic|Post Grunge Supergroup|16367|Brown|631272|Jordo|Omicron Persei 8|Freehold of The Wolves|15157|White|Active|10/4/2025 11:01:55 AM|10/11/2025 11:01:55 AM|joie de vivre|871978|5,008.17|21|78|
582004|Neforatu|Nation Reborn|Post Grunge Supergroup|16367|Yellow|322849|BLITZ1|BLITZKRIEG THE FIRST|Freehold of The Wolves|15157|White|Active|10/4/2025 11:01:47 AM|10/11/2025 11:01:47 AM|A general dispute|871977|1,912.37|9|90|
600658|captainjf|New Mombassa|Independent Republic Of Orange Nations|10004|Orange|562556|Nicholas Strakhov|Kurkazia|Freehold of The Wolves|15157|White|Active|10/4/2025 11:01:38 AM|10/11/2025 11:01:38 AM|Forged in Fire|871976|722.38|12|87|
600658|captainjf|New Mombassa|Independent Republic Of Orange Nations|10004|Orange|631272|Jordo|Omicron Persei 8|Freehold of The Wolves|15157|White|Active|10/4/2025 11:01:28 AM|10/11/2025 11:01:28 AM|Forged in Fire|871975|423.43|12|87|
643876|LordInfamous|Swindlerstan|Independent Republic Of Orange Nations|10004|Orange|604148|US Chrisderica|US of Chrisderica|Freehold of The Wolves|15157|White|Active|10/4/2025 11:00:30 AM|10/11/2025 11:00:30 AM|A general dispute|871974|368.44|0|100|
643876|LordInfamous|Swindlerstan|Independent Republic Of Orange Nations|10004|Orange|634273|kolomee|Noodles Descendent|Freehold of The Wolves|15157|White|Active|10/4/2025 11:00:15 AM|10/11/2025 11:00:15 AM|A general dispute|871973|854.77|58|41|
582040|casey3927|landguardian|The Legion|10020|Purple|12258|Commissar Sendoa|Cataduanes|Non Grata|10097|Maroon|Active|10/4/2025 9:55:15 AM|10/11/2025 9:55:15 AM|A general dispute|871972|2,635.38|77|22|
645829|blegth|irting|Nuclear Proliferation League|17228|Aqua|645427|Clank|Clank|Doombrella|17368|Black|Active|10/4/2025 9:38:51 AM|10/11/2025 9:38:51 AM|A general dispute|871971|3,436.92|57|42|
645740|ShadowSleeper|Noevgono|Nuclear Proliferation League|17228|Aqua|645427|Clank|Clank|Doombrella|17368|Black|Active|10/4/2025 9:14:45 AM|10/11/2025 9:14:45 AM|A general dispute|871970|3,635.94|63|36|
391476|mickgreat|Namayan|The Dark Templar|10056|Black|466880|Pesticide|Vermin|New Polar Order|10006|Blue|Active|10/4/2025 8:33:04 AM|10/11/2025 8:33:04 AM|A general dispute|871969|13,468.93|22|77|
391476|mickgreat|Namayan|The Dark Templar|10056|Black|629752|Jamo199599|C1995|New Polar Order|10006|Blue|Active|10/4/2025 8:30:38 AM|10/11/2025 8:30:38 AM|A general dispute|871968|13,974.44|24|75|
629752|Jamo199599|C1995|New Polar Order|10006|Blue|258455|Magical Muslim|Alibaba Land|CLAWS|15841|Black|Active|10/4/2025 5:32:38 AM|10/11/2025 5:32:38 AM|A general dispute|871967|2,644.65|80|19|
646892|Kamva|Zaire Republic|Nuclear Proliferation League|17228|Blue|433854|Auctor|Wyrdgar|Doombrella|17368|Black|Active|10/4/2025 5:16:10 AM|10/11/2025 5:16:10 AM|A general dispute|871966|2,723.64|86|13|
634418|Oscarcars|PrussiaBavaria|The Legion|10020|Purple|538690|CrinkledStraw|The Fierce Crown|Non Grata|10097|Maroon|Active|10/4/2025 4:37:16 AM|10/11/2025 4:37:16 AM|A general dispute|871965|661.36|45|54|
618381|Drizzy|Corneria|New Pacific Order|10000|Red|638457|AlQsar|Imbratoria|New Polar Order|10006|Blue|Active|10/4/2025 1:37:34 AM|10/11/2025 1:37:34 AM|Blubber for my oil lamps|871964|1,917.58|3|96|
531745|armpit|Armpit|The Wolves|16660|Maroon|62089|Vartan|Vicrimanland|New Polar Order|10006|Blue|Active|10/4/2025 1:27:35 AM|10/11/2025 1:27:35 AM|A general dispute|871963|2,691.48|0|100|
531745|armpit|Armpit|The Wolves|16660|Maroon|196816|Cryogenicland|Cryogenicland|New Polar Order|10006|Blue|Active|10/4/2025 1:13:44 AM|10/11/2025 1:13:44 AM|A general dispute|871962|5,539.19|21|78|
646886|Root3|Kansa|Nuclear Proliferation League|17228|Aqua|340559|paperwings2007|Paper Island|Doombrella|17368|Black|Active|10/4/2025 12:15:42 AM|10/11/2025 12:15:42 AM|A general dispute|871961|4,633.53|78|21|
463046|Commander Asaiki Tam|Tora Tora|Nuclear Proliferation League|17228|Maroon|340559|paperwings2007|Paper Island|Doombrella|17368|Black|Active|10/4/2025 12:13:48 AM|10/11/2025 12:13:48 AM|A general dispute|871960|5,640.25|7|92|
646886|Root3|Kansa|Nuclear Proliferation League|17228|Aqua|148460|Buds The Man|New Budsland|Doombrella|17368|Black|Active|10/4/2025 12:12:40 AM|10/11/2025 12:12:40 AM|A general dispute|871959|344.25|0|100|
645427|Clank|Clank|Doombrella|17368|Black|646568|Joan De Marquinly|Rallende|Nuclear Proliferation League|17228|Aqua|Active|10/4/2025 12:09:41 AM|10/11/2025 12:09:41 AM|A general dispute|871958|1,182.29|0|100|
543131|Morjon|Wayward Renegade|Nuclear Proliferation League|17228|Aqua|567720|Cosmic Chocolate|Soaring Eagle|Doombrella|17368|Black|Active|10/4/2025 12:07:31 AM|10/11/2025 12:07:31 AM|Is this thing on?|871957|4,506.86|90|9|
641018|xxPocketxx|Savere|The Legion|10020|Purple|538690|CrinkledStraw|The Fierce Crown|Non Grata|10097|Maroon|Active|10/4/2025 12:07:22 AM|10/11/2025 12:07:22 AM|A general dispute|871956|2,074.89|29|70|
558202|Doug Henning|Magic Land|Nuclear Proliferation League|17228|Aqua|634284|mikeymikes|batmanism|Doombrella|17368|Black|Active|10/4/2025 12:03:01 AM|10/11/2025 12:03:01 AM|Missed a spot |871955|1,477.78|74|25|
56087|crusaderoflight88|Pacific Sun|New Polar Order|10006|Blue|254442|Oddballalex|Alexville|CLAWS|15841|Black|Active|10/4/2025 12:02:55 AM|10/11/2025 12:02:55 AM|A general dispute|871954|9,506.26|25|74|
56087|crusaderoflight88|Pacific Sun|New Polar Order|10006|Blue|53832|Starcraftmazter|DPRK|The Dark Templar|10056|Black|Active|10/4/2025 12:02:35 AM|10/11/2025 12:02:35 AM|A general dispute|871953|9,146.17|14|85|
558202|Doug Henning|Magic Land|Nuclear Proliferation League|17228|Aqua|148460|Buds The Man|New Budsland|Doombrella|17368|Black|Active|10/4/2025 12:00:38 AM|10/11/2025 12:00:38 AM|Ruh roh |871952|2,203.02|0|100|
447303|Terminator|USSROK|CLAWS|15841|Aqua|224337|black dove|The Crucible|New Polar Order|10006|Blue|Active|10/4/2025 12:00:35 AM|10/11/2025 12:00:35 AM|Just no|871951|2,639.35|59|40|
447303|Terminator|USSROK|CLAWS|15841|Aqua|629909|Palotark|Habitopia|New Polar Order|10006|Blue|Active|10/4/2025 12:00:21 AM|10/11/2025 12:00:21 AM|Hi|871950|1,034.49|0|100|
463046|Commander Asaiki Tam|Tora Tora|Nuclear Proliferation League|17228|Maroon|567720|Cosmic Chocolate|Soaring Eagle|Doombrella|17368|Black|Active|10/4/2025 12:00:04 AM|10/11/2025 12:00:04 AM|A general dispute|871949|12,121.17|33|66|
645427|Clank|Clank|Doombrella|17368|Black|646840|Elowen Tharne|Veridanya|Nuclear Proliferation League|17228|Aqua|Active|10/3/2025 11:59:22 PM|10/10/2025 11:59:22 PM|A general dispute|871948|1,776.25|0|100|
230895|TCTriangle|Taninsania|Non Grata|10097|Maroon|376734|Darth Vicious|Coronia|The Legion|10020|Purple|Active|10/3/2025 11:58:09 PM|10/10/2025 11:58:09 PM|Alliance War|871947|10,260.79|43|56|
376734|Darth Vicious|Coronia|The Legion|10020|Purple|314185|Rhizoctonia|Rhizoctonia|Non Grata|10097|Maroon|Active|10/3/2025 11:50:36 PM|10/10/2025 11:50:36 PM|A general dispute|871946|10,782.83|23|76|
202519|Zombie Glaucon|UTC Labs|New Polar Order|10006|Blue|144157|Sarkin|My Hero Party|The Dark Templar|10056|Black|Active|10/3/2025 11:42:10 PM|10/10/2025 11:42:10 PM|Sponge doctrine phase 1|871945|21,436.20|14|85|
202519|Zombie Glaucon|UTC Labs|New Polar Order|10006|Blue|581999|Johnny Mac|Big Brother 17|CLAWS|15841|Black|Active|10/3/2025 11:41:56 PM|10/10/2025 11:41:56 PM|Sponge doctrine phase 1|871944|16,637.50|16|83|
406305|Ciroton|Sarin|New Polar Order|10006|Blue|53781|Algolei|Manitobah|CLAWS|15841|Black|Active|10/3/2025 11:07:27 PM|10/10/2025 11:07:27 PM|A general dispute|871943|7,353.90|30|69|
406305|Ciroton|Sarin|New Polar Order|10006|Blue|142565|Jutopia|jutopia land|The Dark Templar|10056|Black|Active|10/3/2025 11:07:23 PM|10/10/2025 11:07:23 PM|A general dispute|871942|3,562.14|0|100|
406305|Ciroton|Sarin|New Polar Order|10006|Blue|639416|Addisonjam|Additomia|The Dark Templar|10056|Black|Active|10/3/2025 11:07:18 PM|10/10/2025 11:07:18 PM|A general dispute|871941|6,068.70|18|81|
89235|cctmsp13|korinekia|Random Insanity Alliance|10038|Maroon|646870|Waffless|Wafflandia|Doombrella|17368|Black|Active|10/3/2025 10:36:25 PM|10/10/2025 10:36:25 PM|A general dispute|871940|2,313.58|60|39|
327088|spearo|Deep Blue|Non Grata|10097|Maroon|505265|PlasticTastic|Fields Of Justice|The Legion|10020|Purple|Active|10/3/2025 10:04:04 PM|10/10/2025 10:04:04 PM|A general dispute|871939|3,751.68|0|100|
646870|Waffless|Wafflandia|Doombrella|17368|Black|644690|kylelandia|Kylelandia|Nuclear Proliferation League|17228|Aqua|Active|10/3/2025 9:49:18 PM|10/10/2025 9:49:18 PM|A general dispute|871938|2,601.66|35|64|
646870|Waffless|Wafflandia|Doombrella|17368|Black|620036|Vex L Zher|Lodraland|Nuclear Proliferation League|17228|White|Active|10/3/2025 9:38:19 PM|10/10/2025 9:38:19 PM|A specific dispute|871937|6,727.54|21|78|
151268|Zerileous|Monkey Time|Doombrella|17368|Black|241138|IceFlyer|Eleytheria|New Polar Order|10006|Blue|Active|10/3/2025 9:09:03 PM|10/10/2025 9:09:03 PM|I brought my EBT card|871936|21,346.33|23|76|
458356|KingArmen|Rhinoveia|The Legion|10020|Purple|529964|Pelzig|Salusa Secundus|Non Grata|10097|Maroon|Active|10/3/2025 8:01:37 PM|10/10/2025 8:01:37 PM|A general dispute|871935|1,246.54|24|75|
632290|JT the Lionheart|Empire of the Rock|The Wolves|16660|Maroon|640161|ToiletGaming3000|Good Game|New Polar Order|10006|Blue|Active|10/3/2025 2:00:47 PM|10/10/2025 2:00:47 PM|A general dispute|871934|587.84|91|8|
643549|KingDutchison|KingDutchison|The Legion|10020|Purple|588320|RUB10|Establishmentaria|Non Grata|10097|Maroon|Active|10/3/2025 1:48:14 PM|10/10/2025 1:48:14 PM|A general dispute|871933|4,679.00|97|2|
89235|cctmsp13|korinekia|Random Insanity Alliance|10038|Maroon|356682|Logic|8Bit Nation|Doombrella|17368|Black|Active|10/3/2025 12:43:21 PM|10/10/2025 12:43:21 PM|A general dispute|871932|4,130.84|54|45|
189605|Polemos|Realm of Fury|Non Grata|10097|Maroon|116618|Thrash|Machas|The Legion|10020|Purple|Active|10/3/2025 11:48:51 AM|10/10/2025 11:48:51 AM|Mushroom stamp incoming!|871931|12,749.65|46|53|
189605|Polemos|Realm of Fury|Non Grata|10097|Maroon|375751|TzarRob|The Shelter|The Legion|10020|Purple|Active|10/3/2025 11:48:06 AM|10/10/2025 11:48:06 AM|Mushroom stamp incoming!|871930|12,039.50|44|55|
477051|Coltaine|Malazen|The Dark Templar|10056|Black|553210|tenbob|Mayoabu|New Polar Order|10006|Blue|Active|10/3/2025 11:47:56 AM|10/10/2025 11:47:56 AM|Yo|871929|28,186.79|13|86|
477051|Coltaine|Malazen|The Dark Templar|10056|Black|431565|Dark Zone Elite|Dark Zone Elite|New Polar Order|10006|Blue|Active|10/3/2025 11:47:43 AM|10/10/2025 11:47:43 AM|Hello|871928|36,719.92|27|72|
258455|Magical Muslim|Alibaba Land|CLAWS|15841|Black|466880|Pesticide|Vermin|New Polar Order|10006|Blue|Active|10/3/2025 10:59:16 AM|10/10/2025 10:59:16 AM|A general dispute|871927|11,111.33|66|33|
281387|Thud III|Thudsylvania|CLAWS|15841|Black|553210|tenbob|Mayoabu|New Polar Order|10006|Blue|Active|10/3/2025 9:46:33 AM|10/10/2025 9:46:33 AM|A general dispute|871926|13,778.30|80|19|
581999|Johnny Mac|Big Brother 17|CLAWS|15841|Black|466880|Pesticide|Vermin|New Polar Order|10006|Blue|Active|10/3/2025 9:36:24 AM|10/10/2025 9:36:24 AM|A general dispute|871925|2,791.34|3|96|
626980|Aspire|AspireFerty|Non Grata|10097|Maroon|13737|the god of lightning|Ithaca|The Legion|10020|Purple|Active|10/3/2025 8:23:03 AM|10/10/2025 8:23:03 AM|War|871924|6,671.71|27|72|
626980|Aspire|AspireFerty|Non Grata|10097|Maroon|569819|kker22|Darkram|The Legion|10020|Purple|Active|10/3/2025 8:22:36 AM|10/10/2025 8:22:36 AM|Fun|871923|5,257.60|17|82|
626980|Aspire|AspireFerty|Non Grata|10097|Maroon|638311|FightingSioux405|New Whitehall|The Legion|10020|Purple|Active|10/3/2025 8:22:03 AM|10/10/2025 8:22:03 AM|Casualties |871922|17,037.11|47|52|
225241|Admiral Alexander|The CommonWealthCW|The Wolves|16660|Maroon|91526|Dajobo|Disktopia|New Polar Order|10006|Blue|Active|10/3/2025 8:05:44 AM|10/10/2025 8:05:44 AM|A general dispute|871921|4,635.27|55|44|
151268|Zerileous|Monkey Time|Doombrella|17368|Black|431565|Dark Zone Elite|Dark Zone Elite|New Polar Order|10006|Blue|Active|10/3/2025 7:22:23 AM|10/10/2025 7:22:23 AM|Its a beautiful day in the ne|871920|7,696.64|57|42|
583014|Rothaic|Munrovia|The Wolves|16660|Maroon|41333|srboslav|Srboslavija|New Polar Order|10006|Blue|Active|10/3/2025 6:46:08 AM|10/10/2025 6:46:08 AM|A general dispute|871919|5,019.00|28|71|
583014|Rothaic|Munrovia|The Wolves|16660|Maroon|63824|Willaim Kreiger|Germanic Empire|New Polar Order|10006|Blue|Active|10/3/2025 6:44:46 AM|10/10/2025 6:44:46 AM|A general dispute|871918|4,653.62|56|43|
474935|Enabran Tain|Obsidian Order|Non Grata|10097|Maroon|595178|Pyroponce|Apostolica|The Legion|10020|Purple|Active|10/3/2025 6:19:50 AM|10/10/2025 6:19:50 AM|A general dispute|871917|18,507.21|40|59|
474935|Enabran Tain|Obsidian Order|Non Grata|10097|Maroon|13737|the god of lightning|Ithaca|The Legion|10020|Purple|Active|10/3/2025 6:19:42 AM|10/10/2025 6:19:42 AM|A general dispute|871916|8,247.54|8|91|
241138|IceFlyer|Eleytheria|New Polar Order|10006|Blue|258455|Magical Muslim|Alibaba Land|CLAWS|15841|Black|Active|10/3/2025 6:13:40 AM|10/10/2025 6:13:40 AM|A general dispute|871915|6,680.74|14|85|
644690|kylelandia|Kylelandia|Nuclear Proliferation League|17228|Aqua|426185|DeathAdder|Westfalen|Doombrella|17368|Black|Active|10/3/2025 5:04:08 AM|10/10/2025 5:04:08 AM|A general dispute|871914|2,261.46|93|6|
433547|WhitEarendur|Tol Eressea|New Polar Order|10006|Blue|290789|Brunes|Brunston|CLAWS|15841|Black|Active|10/3/2025 4:14:49 AM|10/10/2025 4:14:49 AM|Sponge Doctrine|871913|9,786.35|5|94|
433547|WhitEarendur|Tol Eressea|New Polar Order|10006|Blue|345089|Adificio Depereo|El Fin de Corrupcion|CLAWS|15841|Black|Active|10/3/2025 4:14:31 AM|10/10/2025 4:14:31 AM|Sponge Doctrine|871912|20,521.58|31|68|
433547|WhitEarendur|Tol Eressea|New Polar Order|10006|Blue|263220|Gambona|Gambona|CLAWS|15841|Black|Active|10/3/2025 4:14:21 AM|10/10/2025 4:14:21 AM|Sponge Doctrine|871911|8,366.65|2|97|
431565|Dark Zone Elite|Dark Zone Elite|New Polar Order|10006|Blue|633233|Mike Khunt|Cypress Hill|CLAWS|15841|Black|Active|10/3/2025 2:03:55 AM|10/10/2025 2:03:55 AM|A general dispute|871910|14,416.36|5|94|
431565|Dark Zone Elite|Dark Zone Elite|New Polar Order|10006|Blue|634169|Cadlore|OId Lore|CLAWS|15841|Black|Active|10/3/2025 2:03:43 AM|10/10/2025 2:03:43 AM|A general dispute|871909|15,333.52|15|84|
646240|WelpLOLoofE|Slavnia|Nuclear Proliferation League|17228|Black|433854|Auctor|Wyrdgar|Doombrella|17368|Black|Active|10/3/2025 2:00:10 AM|10/10/2025 2:00:10 AM|Idk, alliance war|871908|3,089.60|100|0|
469301|Lars Jorgens|Whale of a Time|Non Grata|10097|Maroon|166263|Northstar|British Republic|The Legion|10020|Purple|Active|10/3/2025 1:28:11 AM|10/10/2025 1:28:11 AM|A general dispute|871907|10,302.61|0|99|
604644|cobrastrike|HouseOfSnakes|New Polar Order|10006|Blue|220751|blondiexx137|Insania|CLAWS|15841|Black|Active|10/3/2025 1:20:36 AM|10/10/2025 1:20:36 AM|Someone touched my server!|871906|3,691.63|0|100|
604644|cobrastrike|HouseOfSnakes|New Polar Order|10006|Blue|645534|Yorkshire Tea|Yorkshire Tea|New Pacific Order|10000|Red|Active|10/3/2025 1:15:46 AM|10/10/2025 1:15:46 AM|No step on snek|871905|3,987.13|0|100|
573111|Al Bundy|bundyville|The Wolves|16660|Maroon|41333|srboslav|Srboslavija|New Polar Order|10006|Blue|Active|10/3/2025 12:40:04 AM|10/10/2025 12:40:04 AM|ellow |871904|6,894.51|27|72|
646790|ADEVA|Lyceaum|The Legion|10020|Purple|12258|Commissar Sendoa|Cataduanes|Non Grata|10097|Maroon|Active|10/3/2025 12:28:45 AM|10/10/2025 12:28:45 AM|Adeva says Hi m|871903|3,402.54|83|16|
573111|Al Bundy|bundyville|The Wolves|16660|Maroon|255997|archduke jack|vittatorio|New Polar Order|10006|Blue|Active|10/3/2025 12:20:44 AM|10/10/2025 12:20:44 AM|Surrounded by Wolves...|871902|8,798.48|70|29|
522964|Nuclear tech 2|Nuclear tech 2|Nuclear Proliferation League|17228|Black|634284|mikeymikes|batmanism|Doombrella|17368|Black|Active|10/3/2025 12:18:48 AM|10/10/2025 12:18:48 AM|NPL BAYBEE|871901|4,309.40|24|75|
573111|Al Bundy|bundyville|The Wolves|16660|Maroon|117871|Kamil|Nowa Polska|New Polar Order|10006|Blue|Active|10/3/2025 12:18:31 AM|10/10/2025 12:18:31 AM|Finally a target... |871900|6,718.53|41|58|
645525|GodKing Menes|Free Republic of Kem|Nuclear Proliferation League|17228|Aqua|567720|Cosmic Chocolate|Soaring Eagle|Doombrella|17368|Black|Active|10/3/2025 12:08:30 AM|10/10/2025 12:08:30 AM|I love war|871899|5,852.53|74|25|
646886|Root3|Kansa|Nuclear Proliferation League|17228|Aqua|634284|mikeymikes|batmanism|Doombrella|17368|Black|Active|10/3/2025 12:00:16 AM|10/10/2025 12:00:16 AM|A general dispute|871898|3,462.88|32|67|
205980|deathbiter|Arrakis2|The Legion|10020|Purple|144192|Sagha|Nickelattia|Non Grata|10097|Maroon|Active|10/3/2025 12:00:10 AM|10/10/2025 12:00:10 AM|A general dispute|871897|28,855.13|48|51|
151268|Zerileous|Monkey Time|Doombrella|17368|Black|553210|tenbob|Mayoabu|New Polar Order|10006|Blue|Active|10/2/2025 10:22:22 PM|10/9/2025 10:22:22 PM|did you Polar really too stupi|871896|18,598.47|48|51|
642107|xUnwanteDx|xNazaricKx|New Pacific Order|10000|Red|6155|Macbeth|Dunsinane|New Polar Order|10006|Blue|Active|10/2/2025 9:37:48 PM|10/9/2025 9:37:48 PM|Hello there|871895|2,279.99|10|89|
466880|Pesticide|Vermin|New Polar Order|10006|Blue|177947|Badassname|Badassnation|CLAWS|15841|Black|Active|10/2/2025 8:43:00 PM|10/9/2025 8:43:00 PM|A general dispute|871894|16,746.44|3|96|
584263|Beefbone|Beefy|New Polar Order|10006|Blue|567361|GradyTheGreat|Secundo Tonku|CLAWS|15841|Black|Active|10/2/2025 8:41:58 PM|10/9/2025 8:41:58 PM|A general dispute|871893|18,637.14|12|87|
584263|Beefbone|Beefy|New Polar Order|10006|Blue|262199|Bob|Beta Site|The Dark Templar|10056|Black|Active|10/2/2025 8:41:52 PM|10/9/2025 8:41:52 PM|A general dispute|871892|20,927.62|61|38|
181481|HammerMan|Dooche|Non Grata|10097|Maroon|637944|Hasan AlQaziz|South Maghrebia|The Legion|10020|Purple|Active|10/2/2025 8:09:45 PM|10/9/2025 8:09:45 PM|A general dispute|871891|3,270.20|51|48|
619654|Zulchep|Zulchep|New Pacific Order|10000|Red|603810|Jaguar1|Chrisenstein|New Polar Order|10006|Blue|Active|10/2/2025 7:34:49 PM|10/9/2025 7:34:49 PM|hi :D|871890|2,029.27|47|52|
225241|Admiral Alexander|The CommonWealthCW|The Wolves|16660|Maroon|99803|Lime Like The Bean|Limetown|New Polar Order|10006|Blue|Active|10/2/2025 7:15:07 PM|10/9/2025 7:15:07 PM|A general dispute|871889|3,056.77|0|100|
583014|Rothaic|Munrovia|The Wolves|16660|Maroon|638457|AlQsar|Imbratoria|New Polar Order|10006|Blue|Active|10/2/2025 7:13:28 PM|10/9/2025 7:13:28 PM|A general dispute|871888|3,880.04|27|72|
640324|Rniee|Petro Valley|The Wolves|16660|Maroon|255997|archduke jack|vittatorio|New Polar Order|10006|Blue|Active|10/2/2025 7:09:26 PM|10/9/2025 7:09:26 PM|A general dispute|871887|20,330.04|49|50|
646033|PlatinumAero|Verloren|The Wolves|16660|Maroon|625802|JadenStar10|Daeltheria|New Polar Order|10006|Blue|Active|10/2/2025 7:05:08 PM|10/9/2025 7:05:08 PM|A general dispute|871886|1,432.19|28|71|
646033|PlatinumAero|Verloren|The Wolves|16660|Maroon|640161|ToiletGaming3000|Good Game|New Polar Order|10006|Blue|Active|10/2/2025 7:04:23 PM|10/9/2025 7:04:23 PM|A general dispute|871885|4,608.58|83|16|
646033|PlatinumAero|Verloren|The Wolves|16660|Maroon|605765|Darth Actorbass|Tarmon Gaidon|New Polar Order|10006|Blue|Active|10/2/2025 7:04:05 PM|10/9/2025 7:04:05 PM|A general dispute|871884|3,854.09|73|26|
225241|Admiral Alexander|The CommonWealthCW|The Wolves|16660|Maroon|12196|AlmightyGrub|Union of Grub|New Polar Order|10006|Blue|Active|10/2/2025 7:01:21 PM|10/9/2025 7:01:21 PM|A general dispute|871883|1,507.47|0|100|
225241|Admiral Alexander|The CommonWealthCW|The Wolves|16660|Maroon|255997|archduke jack|vittatorio|New Polar Order|10006|Blue|Active|10/2/2025 7:01:17 PM|10/9/2025 7:01:17 PM|A general dispute|871882|15,602.10|75|24|
410812|Berbers|Kingdom of AlRezana|The Wolves|16660|Black|638457|AlQsar|Imbratoria|New Polar Order|10006|Blue|Active|10/2/2025 7:01:17 PM|10/9/2025 7:01:17 PM|A general dispute|871881|4,585.68|12|87|
410812|Berbers|Kingdom of AlRezana|The Wolves|16660|Black|63824|Willaim Kreiger|Germanic Empire|New Polar Order|10006|Blue|Active|10/2/2025 7:01:05 PM|10/9/2025 7:01:05 PM|A general dispute|871880|15,199.22|43|56|
410812|Berbers|Kingdom of AlRezana|The Wolves|16660|Black|516493|The dutch Dragonborn|The Dutch Dragonborn|New Polar Order|10006|Blue|Active|10/2/2025 7:00:47 PM|10/9/2025 7:00:47 PM|A general dispute|871879|9,363.01|19|80|
255997|archduke jack|vittatorio|New Polar Order|10006|Blue|629411|Deathsmile|Isle of Death|The Dark Templar|10056|Black|Active|10/2/2025 5:09:07 PM|10/9/2025 5:09:07 PM|Time to smile|871878|10,384.75|0|99|
638457|AlQsar|Imbratoria|New Polar Order|10006|Blue|618150|Lyanna Mormont|Bear Island 4 Lyfe|Non Grata|10097|Maroon|Active|10/2/2025 4:55:45 PM|10/9/2025 4:55:45 PM|I dont even know|871877|2,237.04|91|8|
638457|AlQsar|Imbratoria|New Polar Order|10006|Blue|627412|Jason Radix|Radix|The Dark Templar|10056|Black|Active|10/2/2025 4:46:46 PM|10/9/2025 4:46:46 PM|I dont even know|871876|6,727.53|75|24|
638457|AlQsar|Imbratoria|New Polar Order|10006|Blue|547395|KameraadLenin|Newfoundland SSR|Non Grata|10097|Maroon|Active|10/2/2025 4:42:42 PM|10/9/2025 4:42:42 PM|I dont even know|871875|1,697.37|80|19|
631569|CaesarGorandius|Ohiostan|Non Grata|10097|Maroon|634140|FabricatorGeneral|Metalocolypse|The Legion|10020|Purple|Active|10/2/2025 4:25:55 PM|10/9/2025 4:25:55 PM|Little Lambs eat Ivies|871874|3,996.91|0|99|
631569|CaesarGorandius|Ohiostan|Non Grata|10097|Maroon|623702|LordTGT|Indigo Federation|The Legion|10020|Purple|Active|10/2/2025 4:25:42 PM|10/9/2025 4:25:42 PM|Mares eat oats &amp; does eat oats|871873|6,348.28|48|51|
553210|tenbob|Mayoabu|New Polar Order|10006|Blue|413336|Tevron|Devion|CLAWS|15841|Black|Active|10/2/2025 4:08:18 PM|10/9/2025 4:08:18 PM|A general dispute|871872|4,393.95|31|68|
553210|tenbob|Mayoabu|New Polar Order|10006|Blue|238151|devnull|Republic of Unix|CLAWS|15841|Black|Active|10/2/2025 4:08:00 PM|10/9/2025 4:08:00 PM|A general dispute|871871|19,645.75|8|91|
572011|Nijil1|Polinasia|New Pacific Order|10000|Red|638048|CharlisonX|Willstate|New Polar Order|10006|Blue|Active|10/2/2025 3:54:40 PM|10/9/2025 3:54:40 PM|Abandon Chrome, revert to IE6|871870|0.00|0|0|
6155|Macbeth|Dunsinane|New Polar Order|10006|Blue|216250|LexusGS400RacerX|Lexus|CLAWS|15841|Black|Active|10/2/2025 3:28:32 PM|10/9/2025 3:28:32 PM|A general dispute|871869|2,612.99|76|23|
6155|Macbeth|Dunsinane|New Polar Order|10006|Blue|360918|thelittlejd|blahr|The Dark Templar|10056|Black|Active|10/2/2025 3:28:21 PM|10/9/2025 3:28:21 PM|A general dispute|871868|721.02|0|100|
